year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office,production_budget,Unnamed: 8,opening_weekend,theatre_count,avg run per theatre,runtime,keywords,creative_type,url
2018,December 21st,Hugo Paco Luis y tres chicas de rosa,,100.0,,100.0,,,,,,95.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Hugo-Paco-Luis-y-tres-chicas-de-rosa-(Puerto-Rico)-(2014)
2018,December 21st,Kurtlar ve Ãƒâ€¡akallar,Drama,11593.0,,11593.0,,,,,,119.0,,Historical Fiction,https://www.the-numbers.com/movie/Kurtlar-ve-Cakallar-(Turkey)-(2018)
2018,December 21st,Fabeltjeskrant: De Grote Dierenbos-Spelen.,Adventure,728944.0,,728944.0,,,,,,83.0,,Kids Fiction,https://www.the-numbers.com/movie/Fabeltjeskrant-De-Grote-Dierenbos-Spelen-(Netherlands)(2018)
2018,December 21st,The Connection,Drama,3739582.0,,3739582.0,,,,,,120.0,,,https://www.the-numbers.com/movie/Connection-The-(China)-(2018)
2018,December 21st,Delaware Shore,Drama,,,,,,,,,102.0,Holocaust,Historical Fiction,https://www.the-numbers.com/movie/Delaware-Shore-(2018)
2018,December 21st,Dantza,Musical,262301.0,,262301.0,,,,,,98.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Dantza-(Spain)-(2018)
2018,December 21st,D.P.A. Detetives Do PrÃƒÂ©dio Azul 2 - O Filme,Adventure,4432618.0,,4432618.0,,,,,,,,,https://www.the-numbers.com/movie/D-P-A-Detetives-Do-Predio-Azul-2-O-Filme-(Brazil)-(2018)
2018,December 21st,Between Worlds,Thriller/Suspense,,,,,,,,,90.0,Supernatural,Contemporary Fiction,https://www.the-numbers.com/movie/Between-Worlds-(Spain)-(2018)
2018,December 21st,Antariksham 9000 kmph,Adventure,39040.0,,39040.0,,,,,,140.0,,Science Fiction,https://www.the-numbers.com/movie/Antariksham-9000-kmph-(India)-(2018)
2018,December 21st,Blue Amber,Drama,25049.0,,25049.0,,,,,,97.0,,,https://www.the-numbers.com/movie/Blue-Amber-(China)-(2018)
2018,December 21st,AÃƒÂ¯lo: Une odyssÃƒÂ©e en Laponie,Documentary,1991200.0,,1991200.0,,,,,,80.0,,Factual,https://www.the-numbers.com/movie/Ailo-Une-odyssee-en-Laponie-(France)-(2018)
2018,December 21st,Adanga Maru,Action,30612.0,,30612.0,,,,,,145.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Adanga-Maru-(India)-(2018)
2018,December 20th,Tri bogatyrya i Naslednitsa prestola,Adventure,9343851.0,,9343851.0,,,,,,90.0,,,https://www.the-numbers.com/movie/Tri-bogatyrya-i-Naslednitsa-prestola-(Russia)-(2018)
2018,December 21st,Bolshoi Ballet: The Nutcracker,Concert/Performance,354373.0,,354373.0,,,,,,,Ballet,Fantasy,https://www.the-numbers.com/movie/Bolshoi-Ballet-The-Nutcracker-(2018)
2018,December 25th,Holmes & Watson,Comedy,11357862.0,30568743.0,41926605.0,42000000.0,,7411522.0,2776.0,2.5,90.0,1890s,Historical Fiction,https://www.the-numbers.com/movie/Holmes-and-Watson-(2018)
2017,December 29th,Zanjas,Thriller/Suspense,570.0,,570.0,,,,,,77.0,,,https://www.the-numbers.com/movie/Zanjas-(Argentina)-(2017)
2018,December 20th,ItÃ¢â‚¬â„¢s March 3Rd Again,Drama,1160000.0,,1160000.0,,,,,,120.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Its-March-3Rd-Again-(China)(2018)
2017,February 14th,The Wedding Party 2: Destination Dubai,Comedy,61975.0,11140.0,73115.0,,,4905.0,2.0,2.0,98.0,Wedding Day,Contemporary Fiction,https://www.the-numbers.com/movie/Wedding-Party-2-The-Destination-Dubai-(Nigeria)
2017,December 29th,Sin Filtro,Comedy,174.0,,174.0,,,,,,100.0,,,https://www.the-numbers.com/movie/Sin-Filtro-(Chile)
2017,January 5th,Yao Ling Ling,Comedy,57442237.0,186135.0,57628372.0,,,79180.0,24.0,1.6,89.0,Internet,Contemporary Fiction,https://www.the-numbers.com/movie/Yao-Ling-Ling-(China)-(2017)
2018,December 20th,Politseyskiy s Rublyovki. Novogodniy bespredel,Comedy,27061365.0,,27061365.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Politseyskiy-s-Rublyovki-Novogodniy-bespredel-(Russia)-(2018)
2017,December 29th,ParayÃ„Â± Bulduk,Comedy,16590.0,,16590.0,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Parayi-Bulduk-(Turkey)
2017,December 29th,Napoli Velata,Drama,7197082.0,,7197082.0,,,,,,113.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Napoli-Velata-(Italy)
2017,December 29th,KlasÃ„â€”s susitikimas: berniukai sugrÃ„Â¯Ã…Â¾ta!,Comedy,1636978.0,,1636978.0,,,,,,96.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Klases-susitikimas-berniukai-sugrizta-(Lithuania)
2017,December 29th,Kalavaadiya Pozhuthugal,Drama,5317.0,,5317.0,,,,,,154.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Kalavaadiya-Pozhuthugal-(India)
2017,December 29th,Momo,Comedy,5181844.0,,5181844.0,,,,,,85.0,,,https://www.the-numbers.com/movie/Momo-(France)
2017,December 29th,Gulu Mermaid 2,Adventure,1653264.0,,1653264.0,,,,,,92.0,,Kids Fiction,https://www.the-numbers.com/movie/Gulu-Mermaid-2-(China)
2017,December 29th,Gandarrappido!: The Revenger Squad,Comedy,21271.0,,21271.0,,,,,,111.0,,Super Hero,https://www.the-numbers.com/movie/Gandarrappido-The-Revenger-Squad-(Philippines)
2017,December 29th,"Fala SÃƒÂ©rio, MÃƒÂ£e!",Comedy,11616161.0,,11616161.0,,,,,,79.0,,,https://www.the-numbers.com/movie/Fala-Serio-Mae-(Brazil)
2017,December 29th,L'ÃƒÂ©change des princesses,Drama,3078723.0,,3078723.0,,,,,,100.0,,Historical Fiction,https://www.the-numbers.com/movie/echange-des-princesses-L-(France)
2017,December 29th,Okka Kshanam,Thriller/Suspense,1516.0,,1516.0,,,,,,150.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Okka-Kshanam-(India)
2017,December 29th,Forget About Nick,Romantic Comedy,41963.0,,41963.0,,,,,,110.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Forget-About-Nick-(Germany)
2017,December 29th,Come Un Gatto in Tangenziale,Comedy,11282642.0,,11282642.0,,,,,,98.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Come-Un-Gatto-in-Tangenziale-(Italy)-(2017)
2018,December 21st,Seuwingkizeu,Drama,10681258.0,222001.0,10903259.0,,,43952.0,15.0,2.8,133.0,Korean War,Historical Fiction,https://www.the-numbers.com/movie/Seuwingkizeu-(South-Korea)-(2018)
2018,December 20th,Capri-Revolution,Drama,828363.0,,828363.0,,,,,,122.0,,Historical Fiction,https://www.the-numbers.com/movie/Capri-Revolution-(Italy)-(2018)
2018,December 19th,Maya,Drama,130997.0,,130997.0,,,,,,107.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Maya-(France)(2018)
2018,December 19th,Mayakwang,Action,14446477.0,,14446477.0,,,,,,139.0,,Historical Fiction,https://www.the-numbers.com/movie/Mayakwang-(South-Korea)-(2018)
2018,December 19th,Nachtwacht: De Poort der Zielen,,198335.0,,198335.0,,,,,,88.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Nachtwacht-De-Poort-der-Zielen-(Belgium)-(2018)
2018,December 19th,L'Empereur de Paris,Adventure,8628811.0,,8628811.0,,,,,,110.0,,Historical Fiction,https://www.the-numbers.com/movie/Empereur-de-Paris-L-(France)-(2018)
2018,December 19th,Le gendre de ma vie,Comedy,3623355.0,,3623355.0,,,,,,100.0,,Contemporary Fiction,https://www.the-numbers.com/movie/gendre-de-ma-vie-Le-(France)-(2018)
2018,December 19th,Amici come Prima,Comedy,9367230.0,,9367230.0,,,,,,85.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Amici-come-Prima-(Italy)-(2018)
2018,December 18th,Zhong Guo He Huo Ren 2,Drama,3004460.0,,3004460.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Zhong-Guo-He-Huo-Ren-2-(China)(2018)
2018,December 19th,Mary Poppins Returns,Musical,176942594.0,171958438.0,348901032.0,130000000.0,,23523121.0,4090.0,6.0,130.0,1930s,Kids Fiction,https://www.the-numbers.com/movie/Mary-Poppins-Returns-(2018)
2018,December 16th,A Christmas Carol,Adventure,,,,,,,,,,,Fantasy,https://www.the-numbers.com/movie/Christmas-Carol-A-(2018)
2018,December 14th,The Wedding,Drama,2513.0,,2513.0,,,,,,75.0,Set in Egypt,Contemporary Fiction,https://www.the-numbers.com/movie/Wedding-The-(Egypt)-(2018)
2018,December 14th,Yo-kai Watch Movie 5: Forever Friends,Adventure,10441722.0,,10441722.0,,,,,,100.0,,Fantasy,https://www.the-numbers.com/movie/Yo-kai-Watch-Movie-5-Forever-Friends-(Japan)-(2018)
2018,December 14th,Volver a Boedo,Documentary,16032.0,,16032.0,,,,,,88.0,,Factual,https://www.the-numbers.com/movie/Volver-a-Boedo-(Documentary)-(Argentina)-(2018)
2018,December 14th,Yuli,Drama,4326104.0,,4326104.0,,,,,,115.0,Ballet,Dramatization,https://www.the-numbers.com/movie/Yuli-(Spain)-(2018)
2018,December 14th,Turtle Odyssey 3d,Documentary,141256.0,,141256.0,,,,,,45.0,IMAX: DMR,Factual,https://www.the-numbers.com/movie/Turtle-Odyssey-(Oz)(2018)
2018,December 14th,Three Words to Forever,,17076.0,,17076.0,,,,,,106.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Three-Words-to-Forever-(Philippines)-(2018)
2018,December 14th,Trote,Drama,6538.0,,6538.0,,,,,,83.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Trote-(Spain)(2018)
2018,December 14th,That Way Madness Lies,Documentary,,1447.0,,650000.0,,579.0,2.0,1.0,101.0,Mental Illness,Factual,https://www.the-numbers.com/movie/That-Way-Madness-Lies-(2018)-(Documentary)
2018,December 14th,La vida que te agenciaste,Documentary,63.0,,63.0,,,,,,85.0,,Factual,https://www.the-numbers.com/movie/vida-que-te-agenciaste-La-(Argentina)-(2018)
2018,December 14th,There Will Be Ample Time,Comedy,9135.0,,9135.0,,,,,,87.0,,,https://www.the-numbers.com/movie/There-Will-Be-Ample-Time-(China)-(2018)
2018,December 14th,Stolen Fairytales,Comedy,5197.0,,5197.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Stolen-Fariytales-(China)-(2018)
2017,December 29th,Ãƒâ€¡at Kapi Ask,Romantic Comedy,36969.0,,36969.0,,,,,,92.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Cat-Kapi-Ask-(Turkey)-(2017)
2018,December 14th,Skjelvet,Thriller/Suspense,4046173.0,6235.0,4052408.0,,,3256.0,7.0,1.3,105.0,Set in Norway,Contemporary Fiction,https://www.the-numbers.com/movie/Skjelvet-(Norway)-(2018)
2017,February 9th,CaffÃƒÂ¨,Drama,157683.0,,157683.0,,,,,,110.0,Set in Italy,Contemporary Fiction,https://www.the-numbers.com/movie/Caffe-(Italy)
2018,December 14th,Seethakaathi,Drama,10103.0,,10103.0,,,,,,173.0,,,https://www.the-numbers.com/movie/Seethakaathi-(India)-(2018)
2017,December 29th,Balloon,Horror,2186353.0,,2186353.0,,,,,,146.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Balloon-(India)
2017,December 29th,Barkley,Adventure,1926435.0,,1926435.0,,,,,,88.0,,Kids Fiction,https://www.the-numbers.com/movie/Barkley-(Taiwan)
2017,February 9th,Basmati Blues,Musical,15651.0,,15651.0,,,,,,94.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Basmati-Blues
2017,December 29th,ASYA,Drama,2.0,,2.0,,,,,,,,,https://www.the-numbers.com/movie/ASYA-(France)
2017,December 29th,Anons,Drama,24879.0,,24879.0,,,,,,94.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Anons-(Turkey)-(2017)
2017,December 29th,Aruvi,Drama,863.0,,863.0,,,,,,130.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Aruvi-(India)
2017,December 28th,Dvizhenie Vverkh,Drama,61925449.0,,61925449.0,7800000.0,,,,,133.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Dvizhenie-Vverkh-(Russia)
2017,January 5th,Er Dai Yao Jing,Romantic Comedy,46154324.0,,46154324.0,,,,,,90.0,Demons,Fantasy,https://www.the-numbers.com/movie/Er-Dai-Yao-Jing-(China)
2017,December 18th,1987: When the Day Comes,Drama,51775357.0,,51775357.0,,,,,,129.0,,Dramatization,https://www.the-numbers.com/movie/1987-When-the-Day-Comes-(South-Korea)
2017,December 29th,Qian Ren 3: Yan Zhi Da Zuo Zhan,Comedy,306710033.0,837791.0,307547824.0,,,180920.0,21.0,3.7,120.0,Romance,Contemporary Fiction,https://www.the-numbers.com/movie/Qian-Ren-3-Yan-Zhi-Da-Zuo-Zhan-(China)
2017,December 23rd,Revenge Girl,Drama,1302754.0,,1302754.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Revenge-Girl-(Japan)
2017,December 25th,Phantom Thread,Drama,26613994.0,21198205.0,47812199.0,35000000.0,,216495.0,4.0,4.9,130.0,1950s,Historical Fiction,https://www.the-numbers.com/movie/Phantom-Thread
2017,December 29th,Berliner Philharmoniker: New Year's Eve Concert,Concert/Performance,83045.0,,83045.0,,,,,,,,Historical Fiction,https://www.the-numbers.com/movie/Berliner-Philharmoniker-New-Year-s-Eve-Concert-(2017)
2017,December 22nd,Yao Mao Zhuan,Drama,97033612.0,,97033612.0,,,,,,119.0,,Fantasy,https://www.the-numbers.com/movie/Yao-Mao-Zhuan-(China)-(2017)
2017,December 25th,All the Money in the World,Thriller/Suspense,31784324.0,25106325.0,56890649.0,50000000.0,,5584684.0,2074.0,3.1,132.0,Kidnap,Dramatization,https://www.the-numbers.com/movie/All-the-Money-in-the-World
2017,December 22nd,Tri Bogatyrya i Printsessa Egipta,Adventure,14184772.0,,14184772.0,,,,,,75.0,,Kids Fiction,https://www.the-numbers.com/movie/Tri-bogatyrya-i-printsessa-Egipta-(Russia)
2017,December 22nd,Tout lÃƒÂ -haut,Adventure,2354121.0,,2354121.0,,,,,,,,Contemporary Fiction,https://www.the-numbers.com/movie/Tout-la-haut-(France)
2017,December 22nd,Tiger Zinda Hai,Action,70959455.0,5560921.0,76520376.0,,,1787108.0,299.0,2.5,145.0,Inspired by a True Story,Contemporary Fiction,https://www.the-numbers.com/movie/Tiger-Zinda-Hai-(India)
2017,December 22nd,Velaikkaran,Thriller/Suspense,9886215.0,,9886215.0,,,,,,160.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Velaikkaran-(India)
2018,December 14th,The Second Time Around,Romantic Comedy,,3837.0,,,,1600.0,1.0,1.0,107.0,Autumn Years,Contemporary Fiction,https://www.the-numbers.com/movie/Second-Time-Around-The-(Canada)
2018,December 14th,Paris Opera Ballet: Tribute To Jerome Robbins,Concert/Performance,5259.0,,5259.0,,,,,,140.0,Ballet,,https://www.the-numbers.com/movie/Paris-Opera-Ballet-Tribute-To-Jerome-Robbins-(France)(2018)
2018,December 14th,Painted Skin: The Double Mask,Thriller/Suspense,468683.0,,468683.0,,,,,,82.0,,,https://www.the-numbers.com/movie/Painted-Skin-The-Double-Mask-(China)-(2018)
2018,December 14th,Mochila de plomo,Drama,4955.0,,4955.0,,,,,,65.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Mochila-de-plomo-(Argentina)-(2018)
2017,December 22nd,Yolki novye,Comedy,15738222.0,,15738222.0,,,,,,85.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Yolki-novye-(Russia)-(2017)
2018,December 14th,The Mule,Drama,69649587.0,103804407.0,173453994.0,50000000.0,,17509431.0,2588.0,6.3,116.0,Crime,Dramatization,https://www.the-numbers.com/movie/Mule-The-(2018)
2018,December 14th,Odiyan,Action,79385.0,,79385.0,,,,,,167.0,,Fantasy,https://www.the-numbers.com/movie/Odiyan-(India)-(2018)
2018,December 14th,Miamor perdido,Comedy,1562666.0,,1562666.0,,,,,,103.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Miamor-perdido-(Spain)-(2018)
2018,December 14th,Met Opera: La Traviata,Concert/Performance,410916.0,,410916.0,,,,,,212.0,Opera,Historical Fiction,https://www.the-numbers.com/movie/Met-Opera-La-Traviata-(2018)
2018,December 14th,Ming wang xing shi ke,Drama,83081.0,,83081.0,,,,,,150.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Ming-wang-xing-shi-ke-(China)-(2018)
2018,December 14th,The Man Who Stole Banksy,Documentary,89674.0,,89674.0,,,,,,93.0,,Factual,https://www.the-numbers.com/movie/Man-Who-Stole-Banksy-The-(Italy)-(2018)
2018,December 14th,Keepers of the Flame,Documentary,1361.0,,1361.0,,,,,,85.0,,Factual,https://www.the-numbers.com/movie/Keepers-of-the-Flame-(Ireland)-(2018)
2018,December 14th,Journal 64,Thriller/Suspense,226791.0,,226791.0,,,,,,119.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Journal-64-(Denmark)-(2018)
2018,December 14th,Jesucristo Superstar. Un hito en la historia del musical espaÃƒÂ±ol,Documentary,10.0,,10.0,,,,,,60.0,,Factual,https://www.the-numbers.com/movie/Jesucristo-Superstar-Un-hito-en-la-historia-del-musical-espanol-(Spain)(2018)
2018,December 14th,Johnny,Drama,248.0,,248.0,,,,,,120.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Johnny-(India)(2018)
2018,December 14th,Holding Hands,,5356.0,,5356.0,,,,,,100.0,,,https://www.the-numbers.com/movie/Holding-Hands-(China)-(2018)
2018,December 14th,Haru Matsu Bokura,,1302229.0,,1302229.0,,,,,,109.0,,,https://www.the-numbers.com/movie/Haru-Matsu-Bokura-(Japan)-(2018)
2018,December 14th,Impulso,Documentary,2580.0,,2580.0,,,,,,85.0,,Factual,https://www.the-numbers.com/movie/Impulso-(France)-(2018)
2018,December 14th,eoleuni doimyeon,Documentary,27150.0,,27150.0,,,,,,98.0,,Factual,https://www.the-numbers.com/movie/eoleuni-doimyeon-(South-Korea)-(2018)
2018,December 14th,If Beale Street Could Talk,Drama,6482598.0,14915773.0,21398371.0,12000000.0,,224476.0,4.0,4.3,119.0,1970s,Historical Fiction,https://www.the-numbers.com/movie/If-Beale-Street-Could-Talk-(2018)
2018,December 14th,Den' Pobedy,Documentary,2324.0,,2324.0,,,,,,94.0,,Factual,https://www.the-numbers.com/movie/Den-Pobedy-(Germany)-(2018)
2018,January 16th,Dragon Ball Super: Broly,Action,92371000.0,30376755.0,122747755.0,8500000.0,,9816197.0,1247.0,2.4,100.0,Anime,Fantasy,https://www.the-numbers.com/movie/Dragon-Ball-Super-Broly-(Japan)-(2018)
2018,December 14th,The First Time,Drama,62950.0,,62950.0,,,,,,90.0,,,https://www.the-numbers.com/movie/First-Time-The-(China)-(2018)
2018,December 14th,Conversazioni Atomiche,Documentary,2116.0,,2116.0,,,,,,84.0,,Factual,https://www.the-numbers.com/movie/Conversazioni-Atomiche-(Italy)-(2018)
2018,March 8th,Da xiang xi di er zuo,Drama,14702.0,,14702.0,,,,,,230.0,Set in China,Contemporary Fiction,https://www.the-numbers.com/movie/Da-xiang-xi-di-er-zuo-(China)-(2018)
2017,December 22nd,Spindl,Comedy,2277204.0,,2277204.0,,,,,,98.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Spindl-(CZ)
2017,December 22nd,Sakka Podu Podu Raja,Comedy,1944.0,,1944.0,,,,,,129.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Sakka-Podu-Podu-Raja-(India)
2017,December 22nd,Romans,Drama,2741.0,,2741.0,,,,,,91.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Romans-(UK)
2018,December 14th,Chun Tian De Ma La Song,Drama,1371255.0,,1371255.0,,,,,,90.0,,,https://www.the-numbers.com/movie/Chun-Tian-De-Ma-La-Song-(China)-(2018)
2017,December 22nd,Rangreza,Musical,56979.0,,56979.0,,,,,,145.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Rangreza-(Pakistan)
2017,December 22nd,Seven Fright Nights,,94532.0,,94532.0,,,,,,,,,https://www.the-numbers.com/movie/Seven-Fright-Nights-(2017)
2017,December 22nd,La promesse de l'aube,Documentary,9181824.0,,9181824.0,,,,,,131.0,,Dramatization,https://www.the-numbers.com/movie/promesse-de-l-aube-La-(France)
2017,December 22nd,Muumien joulu,Adventure,515414.0,,515414.0,,,,,,82.0,,Kids Fiction,https://www.the-numbers.com/movie/Muumien-joulu-(Finland)
2017,December 22nd,The Post,Drama,97865999.0,81903458.0,179769457.0,50000000.0,,526011.0,9.0,5.6,115.0,Newspaper Industry,Dramatization,https://www.the-numbers.com/movie/Post-The
2017,December 22nd,QuizÃƒÂ¡s hoy,,282.0,,282.0,,,,,,77.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Quizas-hoy-(Argentina)-(2016)
2017,December 22nd,Mult v Kino: Vypusk No. 65,Adventure,56677.0,,56677.0,,,,,,45.0,,Kids Fiction,https://www.the-numbers.com/movie/Mult-v-Kino-Vypusk-no-65-(Russia)
2017,December 22nd,Miseinen dakedo kodomo janai,Comedy,5146046.0,,5146046.0,,,,,,,,,https://www.the-numbers.com/movie/Miseinen-dakedo-kodomo-janai-(Japan)
2017,December 25th,MollyÃ¢â‚¬â„¢s Game,Drama,24515680.0,28780744.0,53296424.0,30000000.0,,2349967.0,271.0,4.1,140.0,Skiing,Dramatization,https://www.the-numbers.com/movie/Mollys-Game
2017,December 22nd,Lesa Humanitat,Documentary,2216.0,,2216.0,,,,,,109.0,,Factual,https://www.the-numbers.com/movie/Lesa-Humanitat-(Spain)
2017,December 22nd,MartÃ„Â±larÃ„Â±n Efendisi,Drama,199953.0,,199953.0,,,,,,120.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Martilarin-Efendisi-(Turkey)
2017,December 22nd,Hotel Infierno,Horror,3784.0,,3784.0,,,,,,84.0,,,https://www.the-numbers.com/movie/Hotel-Infierno-(Argentina)
2017,December 22nd,Huisvrouwen Bestaan Niet,Comedy,3239032.0,,3239032.0,,,,,,103.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Huisvrouwen-bestaan-niet-(Netherlands)
2017,December 22nd,Jing hun qi you,Horror,114402.0,,114402.0,,,,,,90.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Jing-hun-qi-you-(China)
2017,December 22nd,Hostiles,Western,7157222.0,29819114.0,36976336.0,50000000.0,,22849.0,3.0,3.4,127.0,1890s,Historical Fiction,https://www.the-numbers.com/movie/Hostiles-(2017)
2017,December 22nd,Hello,Action,4394131.0,,4394131.0,,,,,,131.0,,Contemporary Fiction,https://www.the-numbers.com/movie/Hello-(India-2017)
2017,December 22nd,Gordon & Paddy,Adventure,96264.0,,96264.0,,,,,,62.0,,Fantasy,https://www.the-numbers.com/movie/Gordon-and-Paddy-(Sweden)-(2017)
2017,December 22nd,Garde alternÃƒÂ©e,Comedy,3907930.0,,3907930.0,,,,,,104.0,,,https://www.the-numbers.com/movie/Garde-alternee-(France)
