salesid,theater_count,international,domestic
5060,2023,40035047,54235441
5061,,,
5062,20,97207,3493000
5063,,,2500
5064,1,2138297,645186
5065,2,254176,80315
5066,,,
5067,3221,170138834,39322544
5068,3003,21449831,45090374
5069,3,3110849,2873758
5070,,,
5071,,978503,
5072,,,
5073,2907,27881327,50474843
5074,8,95214,511635
5075,,2736371,
5076,,,
5077,22,,51481
5078,2673,10949,30127963
5079,2,66792,54915
5080,2776,9802216,25018119
5081,2640,20601751,21222315
5082,,,
5083,1,,26111
5084,37,,265452
5085,,,
5086,2,,171138
5087,1,,34236
5088,3,,59696
5089,2,,102757
5090,490,,292824
5091,1,,15297
5092,2,,466114
5093,1,,16086
5094,,,21286
5095,,,
5096,1956,,2827666
5097,,,
5098,10,62578429,4091
5099,11,11208778,4011530
5100,1,118826,25209
5101,3656,15800000,42024533
5102,2,,9318
5103,2,,300968
5104,2175,1779578,52543632
5105,12,,68598
5106,809,8330145,10724389
5107,4,222171,258237
5108,15,512883,5284309
5109,1,1701281,279558
5110,19,1737140,369911
5111,2712,36090902,26017685
5112,2,,237091
5113,,,
5114,4,1794354,1124445
5115,3,,89787
5116,,,
5117,,,
5118,,,
5119,3604,245891999,102427862
5120,,,
5121,2,765347,257706
5122,4,6896415,509815
5123,602,65571,1821983
5124,1,138994,87909
5125,,,
5126,,2766137,
5127,1,20981,26699
5128,,575371,
5129,6,5838077,1447022
5130,3464,61061436,50837305
5131,3236,91372886,101530738
5132,6,9693877,507463
5133,5,852481,15600
5134,3185,172589107,84273813
5135,,,
5136,3014,199393592,167767189
5137,,,
5138,,,
5139,,2088,
5140,1825,6749285,14019924
5141,461,63354,2722209
5142,69,630000,32188
5143,846,108472,17390770
5144,3088,34425138,66954149
5145,2887,164249843,55991880
5146,11,,6526
5147,374,4205859,2450846
5148,,,
5149,4,10699522,44137712
5150,3003,28954168,47119388
5151,1,9846,110764
5152,6,26031987,13092006
5153,,921741,
5154,1,91216,9837
5155,11,999617,4404154
5156,,,
5157,3173,124497775,85817906
5158,,236863,
5159,2,28137,200126
5160,18,528498,56001
5161,2936,14293205,26766213
5162,3071,47500000,50151543
5163,4,,19339
5164,,112814,
5165,617,,549185
5166,,43426,3650
5167,10,,365522
5168,2589,32972675,43037835
5169,5,1822098,440338
5170,1,,52337
5171,2858,52444622,50856010
5172,,210664,2500
5173,,,
5174,4,583598,33821
5175,1,,11861
5176,3,,9952
5177,1935,16321122,3242457
5178,,,
5179,105,85918,164480
5180,2766,17953200,32381218
5181,,,
5182,,,
5183,3561,463976974,188017894
5184,1,1357828,253941
5185,,,
5186,,,
5187,,,19365
5188,1,,12111
5189,3761,427129579,222527828
5190,,130244,67657
5191,,6998359,
5192,231,,509916
5193,,473486,
5194,,,
5195,,,
5196,5,87434155,35893537
5197,,,
5198,,,
5199,1789,,14618727
5200,3154,70345582,86208010
5201,6,7206758,12096300
5202,,,
5203,371,56776,3128941
5204,4,5787582,2429989
5205,,94953,
5206,4,,23868
5207,,83988,544032
5208,,71103,
5209,,,
5210,,,
5211,4151,429439246,337135885
5212,1,50604,2636
5213,4,57225,2756
5214,3375,51500000,54445357
5215,3764,283591620,83350911
5216,8,,288757
5217,1,,8251
5218,,,
5219,3,6531595,950792
5220,4,136203442,91125143
5221,21,14580187,37880356
5222,1,25819,116044
5223,,,7194
5224,,,12680
5225,,74639,
5226,3,,8265
5227,,863895,
5228,,,
5229,2,16023,6871
5230,1,,423143
5231,,,
5232,589,12274961,2756333
5233,3503,203300000,65014513
5234,1,,935
5235,5,6661371,8110975
5236,,,
5237,,,
5238,,,106323
5239,134,276310,451457
5240,,199,
5241,979,684362,25317379
5242,2,,1088
5243,,,13790
5244,3875,685269770,255119788
5245,3116,53918363,85911262
5246,5,21228480,3958546
5247,3785,240010000,113746621
5248,1,8514384,857524
5249,4,197200000,350126372
5250,1307,12835841,14482031
5251,2440,84548204,128002372
5252,,5037039,33680992
5253,,6237457,6105175
5254,3131,47889929,115637895
5255,4,3120588,5749134
5256,,6854,7192
5257,2,,41455
5258,2602,18505369,26501323
5259,,,
5260,,,
5261,3594,238400000,89256424
5262,,,
5263,3,,30566
5264,11,62185,46912
5265,2567,11659024,8005980
5266,17,,8649
5267,,,
5268,,,9313
5269,440,82369,3618912
5270,3003,15711385,64460211
5271,,935485,
5272,,,
5273,5,2160512,1171559
5274,482,303623,1951776
5275,,,
5276,2648,22700000,7696134
5277,10,,24956
5278,27,404838,32251
5279,3020,1311760,12429583
5280,2602,17395873,36006065
5281,3,121802,56657
5282,,341495,
5283,1,,288751
5284,,45769,
5285,1823,399832,21571189
5286,2893,10561196,22348241
5287,,4312589,3200
5288,2,,333554
5289,,,
5290,3885,134500000,47482519
5291,,,
5292,,3820123,
5293,3641,148019149,162994032
5294,,2238672,5000
5295,3646,404627720,166167230
5296,2,160469,988150
5297,2,,15156
5298,3204,276300000,128261724
5299,3,,1914090
5300,3,57999,147299
5301,,266744,41297
5302,,,
5303,2880,511993,12314651
5304,2575,9498291,34030343
5305,1,,9795
5306,,,
5307,,,
5308,1,24334,16831
5309,3323,114202737,53862963
5310,66,533395,350741
5311,,,
5312,,1096461,
5313,2,5198,405917
5314,2666,12557740,25801570
5315,,35470,
5316,2,,180590
5317,11,,14591
5318,3201,73432788,31569268
5319,,,
5320,,3237282,
5321,4,8200,192362
5322,22,,113169
5323,1573,56322596,33078266
5324,2777,2994550,10219501
5325,,2455,
5326,3845,341200000,201151353
5327,,18122,
5328,,449344,
5329,4,8562219,14674077
5330,3171,45100000,26461644
5331,2,238569,729744
5332,,4161533,
5333,,53899,
5334,7,7831,801606
5335,4,150958,623383
5336,,,71191
5337,2,,22326
5338,5,2828779,5637066
5339,,,135392
5340,1,,5319
5341,3875,164896810,130179072
5342,2816,13813864,10664749
5343,,2878901,2000
5344,,19787,4484
5345,,,
5346,1,,9129
5347,3175,21300000,90411453
5348,3708,208600386,177397510
5349,4,,92918
5350,,,
5351,,,
5352,1,2591267,6041
5353,4,9921763,7582065
5354,258,25278614,33307793
5355,2,451230,137112
5356,,3399299,366474
5357,,213012,
5358,,,
5359,4003,1163874506,353007020
5360,3,,183320
5361,,1975720,
5362,,3471,
5363,26,1309289,1028953
5364,4,12917421,25440971
5365,,,
5366,3366,26356811,37446117
5367,10,,6870
5368,,588,
5369,510,6779891,1224330
5370,2012,727208,16432322
5371,,52750,
5372,3633,36362313,71091594
5373,3,44385,5240
5374,,11910,
5375,831,1174515,4719695
5376,2739,31574553,32789645
5377,3,,133443
5378,10,,104808
5379,1045,11283338,6485961
5380,2991,26354760,42629776
5381,,330605,
5382,6,1183124,1310678
5383,,37104,
5384,4276,936311111,459005868
5385,10,17492950,12236500
5386,1,4158,4916
5387,1,222484,11720
5388,,,
5389,2,4159,625727
5390,1,7311,67845
5391,2,33502,40674
5392,,36036,10983
5393,87,3371673,1020921
5394,,,
5395,3003,11091311,34580201
5396,79,840648,187112
5397,175,638271,347321
5398,1,,1242
5399,1009,102678,669688
5400,11,,22001
5401,1,,103536
5402,2,961341,317072
5403,3,15084,7449681
5404,3702,213821520,153636354
5405,3473,102918966,184296230
5406,,1859978,229094
5407,276,10052,1156000
5408,2,478053,53086
5409,3240,48287944,47425125
5410,3,8610,88097
5411,3972,113191196,93436322
5412,2815,4335061,21052030
5413,2,508391,4912
5414,12,864757,425080
5415,2,3683,80312
5416,,,
5417,3,,104507
5418,3777,301067707,155190832
5419,,,
5420,,1703281,
5421,,,3778
5422,3108,14075134,32363404
5423,,,
5424,,,
5425,,,
5426,1,554098,6921
5427,481,2398877,12551031
5428,4,4824419,1822250
5429,,2642,28281
5430,,34362,
5431,,,
5432,,143,
5433,4274,1017673342,652306625
5434,15,2507764,6758416
5435,1,,7280
5436,,,
5437,2,331078,1301696
5438,2002,684361,17506470
5439,3,168427,65460
5440,1,,6959
5441,5,699431,1430655
5442,3946,496368396,356461711
5443,3,665169,132270
5444,,,7416
5445,,,
5446,3,56188,1109808
5447,,,
5448,4,647801,319391
5449,83,9526450,558173
5450,1,,7125
5451,4,,74709
5452,11,3595577,24752
5453,105,3721887,195792
5454,,,
5455,,5376,
5456,2855,1001902,42656255
5457,1,,30186
5458,3442,135737758,81476385
5459,3355,57567364,66013057
5460,1,,10761
5461,6,15365441,8413144
5462,2,443388,704352
5463,,991329,
5464,,,
5465,,,
5466,1,194267,126150
5467,1,3209,108620
5468,4301,823585370,336045770
5469,22,143625,17472
5470,4,233546,702354
5471,2720,18892064,22764410
5472,1,34518,22898
5473,3856,338656286,180202163
5474,5,25053237,4030360
5475,22,,38263
5476,361,11241075,17737646
5477,,,
5478,1,228242,109089
5479,2,18860,649690
5480,3158,30911197,110212700
5481,,100575,
5482,,,
5483,,,
5484,,,
5485,,,
5486,3031,53450180,32000304
5487,2,3056173,3166858
5488,3723,165275818,78765986
5489,2772,41734503,52421953
5490,,,
5491,427,13144421,1784763
5492,,,
5493,2,91663,426130
5494,3411,43422312,58884188
5495,3,48134,892802
5496,,,8374
5497,10,2379483,3500
5498,4,111460,3002883
5499,100,180840,176847
5500,,,
5501,,,
5502,3,9106,134552
5503,151,5477009,208588
5504,3995,111731639,56117548
5505,2,739826,340536
5506,1603,14326535,26839498
5507,4,802957,1477002
5508,,663738,
5509,2503,15191212,43787265
5510,,20106,
5511,,,
5512,,,
5513,,,
5514,7,16592,2334228
5515,4,1632695,2500431
5516,,,
5517,,120881,
5518,1,,433924
5519,2757,40985196,161197785
5520,,5356447,
5521,,,50921
5522,,,
5523,2778,15855043,14439985
5524,,,
5525,3,,119364
5526,4,460440,6980524
5527,2,,6194
5528,3261,59715353,22467450
5529,4,2684931,3447633
5530,26,5834649,111993
5531,2766,26363270,27740955
5532,,,
5533,,545,
5534,,,
5535,3355,15555644,27288872
5536,2,45771,86616
5537,,,28180
5538,1135,6196787,67790117
5539,2333,6561998,3591417
5540,,,
5541,1960,7619964,29499394
5542,1,28557,516893
5543,21,446787,37151
5544,,37838,
5545,,,
5546,,,
5547,,,
5548,3434,53668825,16029670
5549,,148518,
5550,4,146998,164849
5551,1,381,36010
5552,877,,4816142
5553,5,,1700680
5554,5,1558846,814775
5555,2221,3250731,57027435
5556,3069,33471711,65206105
5557,33,1702439,2436308
5558,,,26632
5559,3188,36262194,62575678
5560,806,208672,2583301
5561,29,521022,60058
5562,545,177814791,43482270
5563,,,
5564,3791,228868970,81697192
5565,6,37446410,46889293
5566,5,417385,28066
5567,2,577700,1411927
5568,15,113593,4631
5569,,1563,
5570,5,,35555
5571,3754,300131095,169700110
5572,1,318100,130541
5573,,2242988,
5574,129,104529,187674
5575,1540,5739129,7192291
5576,3305,121351038,75764672
5577,2,37427,27166
5578,448,51330921,10161183
5579,5,1186027,546201
5580,4,1665280,2668936
5581,10,,8886
5582,,149329,
5583,,1160888,
5584,3831,425175444,228433663
5585,1,2360,16692
5586,,13660,34404
5587,280,3503,1009984
5588,22,6292180,36336
5589,3515,116437653,35088320
5590,4,17812349,17766658
5591,17,6535702,17484
5592,,6718979,6971
5593,2,,166872
5594,31,,90777
5595,2811,90184584,72313754
5596,2984,43876534,31090320
5597,3,83673,155575
5598,3501,78842110,80069458
5599,,,
5600,4,21638056,14677674
5601,,,85812
5602,,1644,
5603,6,4300726,2541854
5604,1,29609,420813
5605,,475846,
5606,,42174,49667
5607,,,
5608,2,,58738
5609,2413,184297,2184640
5610,2,1028,79800
5611,1656,59662250,18297124
5612,2012,365488,3020665
5613,3082,103451252,27367660
5614,,,
5615,3003,23114347,13651946
5616,2,565310,249665
5617,1509,11851809,3703046
5618,5,23753398,38322743
5619,1,,121094
5620,384,7001396,1162653
5621,,37801,
5622,,90508,
5623,2,497260,498428
5624,,,28059
5625,5,46846662,45055776
5626,1,2073774,8967
5627,3897,119913199,130178411
5628,3,207205,283024
5629,5,5442440,7857741
5630,2,12979,40119
5631,10,3189286,538460
5632,2,,55506
5633,24,3273995,50136
5634,1,11583,101368
5635,2603,17960682,26302731
5636,,3056781,
5637,,,
5638,2,81102,6843
5639,2452,16059767,12227722
5640,,,
5641,4,29774149,12711491
5642,,386744,
5643,4,40552456,1872994
5644,2,378655,5846
5645,3,4707120,845464
5646,2392,12427864,20180155
5647,4175,367262885,281723902
5648,2960,9532374,43035725
5649,,,
5650,3284,63800000,109767581
5651,3749,210683917,123087120
5652,2797,25349291,5775076
5653,2,1994001,410465
5654,,,
5655,4,55428886,11114018
5656,3,352132,304899
5657,156,4866510,228136
5658,,588112,
5659,2902,19062918,42725475
5660,,5536354,
5661,5,11997345,1110707
5662,4,32299328,10021175
5663,886,,1647416
5664,,272,
5665,4,21298277,2703296
5666,1,,2634
5667,40,,31309
5668,3103,64672551,25020758
5669,8,62902882,70259870
5670,10,73134,8245
5671,3,3783,3240
5672,3653,163630969,85886987
5673,4,1590608,21130
5674,2962,18986015,87044645
5675,3,10025087,4250507
5676,2841,15831958,34531832
5677,2896,44682827,56451232
5678,2910,97922110,28782481
5679,100,98249368,54117416
5680,4,349300408,183637894
5681,2,,13931
5682,1,35121,26799
5683,,,
5684,2,16402,14547
5685,,,
5686,2451,14154969,26594261
5687,4,9109,29462
5688,2389,16558151,52853219
5689,17,,20555
5690,,189033,
5691,2411,13473161,17062499
5692,3175,33964631,90862685
5693,5,,108110
5694,2912,69485336,35593113
5695,,52225,
5696,,1548909,
5697,26,960,8253
5698,5,,4505
5699,2908,76423416,34912982
5700,2671,32401396,35819556
5701,35,219122,1186426
5702,,8236,
5703,2075,10426135,11686940
5704,3955,377642206,143528619
5705,3143,21683203,27569558
5706,2232,34139971,30080225
5707,,3025,
5708,,2352511,
5709,2931,5731009,10907291
5710,4,19695,205048
5711,2631,5593585,18730891
5712,10,,14966
5713,,53111,
5714,3558,421086402,363070709
5715,6,8382,146487
5716,3394,26500000,28848693
5717,,,
5718,2369,4630581,19115191
5719,2915,9364033,36880033
5720,,,
5721,2046,15300269,25138705
5722,,,
5723,,905669,
5724,,38452981,
5725,2042,29271091,15789389
5726,3117,107683292,31153464
5727,4,,51663
5728,13,1479,52482
5729,2205,13304495,12639297
5730,4,,78288
5731,,,
5732,3490,132669825,62524260
5733,546,9904765,3000342
5734,3,,63240
5735,2374,2267413,23083334
5736,3827,663361687,341268248
5737,3391,36203423,72082999
5738,4,71985,608799
5739,3,,63014
5740,5,16698206,18704596
5741,10,,1430
5742,2235,21856454,6864016
5743,925,512529,9669521
5744,1761,843884,6469813
5745,3047,12109309,61705123
5746,1,,13739
5747,2,,144822
5748,5,3967968,3712282
5749,1,,28041
5750,1167,,615816
5751,,33006,
5752,3740,105838466,66184051
5753,1,,60438
5754,,318156,
5755,4242,542034897,330360194
5756,,,
5757,,,
5758,5,121175,1646788
5759,,66522,
5760,3133,32406953,59689605
5761,4,2506202,2610896
5762,3,,24132
5763,,,25223
5764,,,
5765,1,24748,82143
5766,854,2274705,1978592
5767,3015,7935396,9252038
5768,35,795680,34694
5769,,14284,
5770,3480,15574647,63077560
5771,10,123098,231738
5772,2661,374151,54030051
5773,,3266146,15709
5774,3,587132,3220371
5775,5,9419954,3237118
5776,30,,13191
5777,20,553054,527474
5778,4028,589553295,364001123
5779,401,7633516,4212494
5780,381,711419,1055284
5781,4,110972,120745
5782,,51392,
5783,,,
5784,4,1259723,4267219
5785,1,2969,157481
5786,9,579848,1148304
5787,2658,96288,20591853
5788,325,3523922,1115615
5789,1,341681,262921
5790,6,8504200,3877922
5791,2,,11314
5792,14,245883,178008
5793,4,,30400
5794,4226,743834172,408084349
5795,14,,12173
5796,39,5033599,346472
5797,,6948,
5798,4,6880369,14016568
5799,3104,52454020,41012075
5800,10,,4571
5801,,60231,
5802,,155424,
5803,3384,53416891,55340730
5804,3932,244818521,107509366
5805,2865,23334984,36261763
5806,1,,8074
5807,5,75924,1675196
5808,1,,27284
5809,3763,199885731,77042381
5810,3,,18051
5811,3,,60197
5812,4,95903,12488
5813,4150,387095057,155442489
5814,,,10232
5815,2,,19600
5816,,,
5817,2704,151819833,56245075
5818,2311,40990,9496130
5819,4071,163276773,82051601
5820,1,2817,166425
5821,1,3787,159305
5822,6,,29233
5823,,,
5824,3,2805,165237
5825,16,5904238,1361045
5826,,9241,
5827,,,
5828,3232,263249467,65075540
5829,41,,102890
5830,3,424554,1169214
5831,2,,13358
5832,3400,391534534,47365290
5833,3508,89753934,127440871
5834,1,2055,25856
5835,4305,538710564,486295561
5836,,,
5837,,1346495,
5838,1,362,18654
5839,2,411989,613956
5840,,,44230
5841,1,,4212
5842,2,10466,355074
5843,2815,2427216,20810036
5844,5,18695371,5205471
5845,4068,281025138,103144286
5846,3,1626657,4210454
5847,,,
5848,,,
5849,783,2226679,1333124
5850,2962,63641819,55121623
5851,23,15023705,119550
5852,2,257352,470575
5853,,,
5854,3,127465,254738
5855,373,4864780,3153157
5856,3357,144162910,55483770
5857,3561,222258964,126643061
5858,2796,39472287,79042440
5859,4,15460399,5879835
5860,,,17575
5861,2982,29888427,46009673
5862,2,,70950
5863,4370,516918170,368384330
5864,18,2255,109649
5865,1601,6715329,15436808
5866,,,
5867,2,2091101,33258
5868,3963,100658084,128350574
5869,25,,11722
5870,,,
5871,313,30900000,4772155
5872,,,3000
5873,3992,338093674,64063008
5874,2818,81537675,67268835
5875,3928,176825368,158848340
5876,,240099,
5877,1,1643,29361
5878,2538,47000319,38583626
5879,3215,67228304,113257297
5880,4,70011,1605463
5881,9,1899,585233
5882,4,234370,3401155
5883,15,122311,9995
5884,4026,253975396,162192920
5885,,,
5886,2,,43756
5887,10,,15587
5888,,,26409
5889,2,1336977,702537
5890,2264,38114413,19700032
5891,4255,420644926,325100054
5892,452,2301076,2963630
5893,,6820000,
5894,,,
5895,1528,28616569,27383770
5896,32,10558273,27007844
5897,,,
5898,1,48173812,1022720
5899,3103,43673897,97670358
5900,1,,7500
5901,1,,12080
5902,2,144953,572212
5903,3084,65259171,26410477
5904,,349876,
5905,3260,29525034,48023088
5906,2,,91151
5907,1,1716,38578
5908,3258,43199980,43034523
5909,1,1800,25564
5910,2,16864,187145
5911,1,138578,50105
5912,810,319183,4712792
5913,,26403,
5914,2258,104511232,21218403
5915,813,308745,6304223
5916,4,122517,1016985
5917,17,,32919
5918,2,888483,20444
5919,1,32779,16738
5920,,,
5921,1,,66880
5922,2020,3383535,3915251
5923,1,131200745,1792
5924,,,
5925,,509487,
5926,1500,9735753,12545979
5927,3,,200242
5928,,38767,
5929,,2784,
5930,,902362,
5931,5,10605,85999
5932,1,8375,102033
5933,1,1256995,62578
5934,3,,104039
5935,,,80141
5936,,,
5937,3,,150191
5938,12,,91441
5939,3525,113454523,125070033
5940,1554,1080294,2423467
5941,,,
5942,2246,1020846,29747603
5943,1,,57635
5944,3121,18208516,20777061
5945,2,,39928
5946,2,134149,4611
5947,354,,685780
5948,,51882,
5949,,,
5950,,,
5951,,,
5952,1,364548,9033
5953,1,194,42166
5954,1,151348,60289
5955,,,
5956,,1718502,
5957,,,
5958,52,1181092,8874389
5959,3922,110674153,72679278
5960,33,51407834,540268
5961,,,
5962,3674,68689987,93432655
5963,,398,
5964,4,1948503,663247
5965,1,,4189
5966,16,,44213
5967,3259,61170297,61433527
5968,5,5190492,4073448
5969,1,,72791
5970,3042,13493772,17356894
5971,,,11271
5972,,566,
5973,1,,21626
5974,,,
5975,,1124,
5976,2822,3304144,20007149
5977,2,,14109
5978,2105,1029445,15861566
5979,3144,98883179,75395035
5980,11,43723,45878
5981,,67054,
5982,,,
5983,,123039,28884
5984,5,,101987
5985,3,2385576,285930
5986,5,152200,1068054
5987,1,51168,298525
5988,73,2938383,2002036
5989,,,
5990,2567,,23591043
5991,,,
5992,2034,744416,3818664
5993,,,
5994,,277761,
5995,3332,66702038,86260045
5996,2,,149090
5997,14,142907,779820
5998,50,1348077,544098
5999,,2825,
6000,33,,53647
6001,3780,101249413,58697076
6002,3022,13900000,14904426
6003,2,,74712
6004,4,37302208,27854931
6005,3167,46687361,35144505
6006,,1772492,
6007,14,1189618,242867
6008,3576,185175793,34343574
6009,,4861,
6010,,126668,
6011,4,2462577,3168664
6012,,,
6013,3882,443712561,232641920
6014,,219319,
6015,2886,101814311,67209615
6016,4,5187830,7710234
6017,,,34249
6018,1,,18123
6019,,105,
6020,4060,189535549,153707064
6021,2376,428321,42065185
6022,2317,102317164,100546139
6023,,4052,
6024,2,14177973,2339735
6025,1,,10656
6026,2058,4460330,6900335
6027,,52169,228894
6028,18,73744,12544
6029,,1663785,
6030,,,
6031,,104094,
6032,25,17299990,82703
6033,2,,106986
6034,1549,2087414,5083906
6035,,2297612,
6036,4144,577686810,234037575
6037,,,
6038,1,1120,6921
6039,4,30038496,47695371
6040,37,21735324,10663357
6041,1945,4664370,14431633
6042,,2202,
6043,3160,79168597,40098064
6044,2920,5562937,17782176
6045,3875,386208516,248757044
6046,1,,16140
6047,,61388,
6048,3,121898,23538
6049,4,97378405,51739495
6050,1,,52969
6051,3,4267654,3500605
6052,,289938,
6053,2,,3016
6054,1737,4571262,4799774
6055,5,22628118,13960394
6056,,19623,
6057,,10864,
6058,,,
6059,,6088454,
6060,5,21440,27099
6061,,581142,
6062,,,
6063,,,
6064,26,,9188
6065,3,,18092
6066,5,290788276,151101803
6067,3210,60330380,54767494
6068,,,5902
6069,3,88234,2915
6070,,,
6071,3528,54293072,31016021
6072,4,6599977,57682904
6073,3,5161492,939099
6074,4157,522958274,532177324
6075,1,,6226
6076,,,
6077,,21390594,1489848
6078,3478,202224973,100014699
6079,7,20951628,31886361
6080,4022,360735137,270329045
6081,,6152973,
6082,4,42673707,3740823
6083,,15626833,260354
6084,4,16626449,7100177
6085,2970,57101370,60323786
6086,25,62164429,169607287
6087,4,11395877,10378555
6088,3,9822272,1478960
6089,4,3688966,5664763
6090,4,8586113,2141423
6091,,,
6092,,,
6093,,,
6094,1803,12512955,20783704
6095,2220,8791921,22395806
6096,,,
6097,5,5812,1788
6098,10,,4252
6099,3038,140613009,138141585
6100,,,
6101,3600,300134946,44898413
6102,2166,4951070,7227038
6103,,3996,
6104,,1327,
6105,,362,
6106,,2107509,
6107,,,
6108,2931,55124265,27793018
6109,848,,1658706
6110,2812,8596111,7885294
6111,,,
6112,3710,266933036,114434010
6113,1,,50454
6114,2704,16349994,8106986
6115,,,
6116,3185,8099399,32187017
6117,2,,8109
6118,,214182,
6119,1,,10545
6120,7,24757,30911
6121,,,
6122,127,48921,557241
6123,2781,76459470,175837935
6124,,,
6125,1,,15305
6126,2346,6704610,12241072
6127,,2665,
6128,2,,61406
6129,,49783,
6130,2,,12795
6131,,,
6132,4071,387925247,226277068
6133,,,
6134,868,1005503,3614896
6135,,,
6136,4,2649590,1779620
6137,,,
6138,2888,39522040,57386418
6139,,,
6140,,,
6141,,2125810,
6142,3846,393019247,168052812
6143,2,2637090,514870
6144,1,4761,5954
6145,216,172866,240978
6146,4,3568197,1274420
6147,,,29736
6148,,,
6149,4210,769095055,504014165
6150,,,
6151,4,1302135,443684
6152,1341,1626122,10166820
6153,,,
6154,,,
6155,1,,97711
6156,3146,71581638,30234022
6157,,94100,
6158,1,115381,3040
6159,310,56432,653951
6160,,,
6161,,11909,
6162,6,7932,18957
6163,1,144967,171419
6164,3440,127347133,40563557
6165,,,
6166,,,
6167,3773,352962903,175003033
6168,,434353,
6169,4,1270826,3194575
6170,56,12163444,24801212
6171,3061,35793883,45018541
6172,3610,152558304,45020282
6173,,601082,
6174,,,
6175,1,6524,21926
6176,31,226582,151042
6177,4,10203605,3603484
6178,1,,406284
6179,1,,23116
6180,,,
6181,3,,68883
6182,5,2254131,3814868
6183,4310,1010939031,225764765
6184,4,8547484,8574339
6185,2,34944,313411
6186,1070,1994417,1799322
6187,2,,228153
6188,2251,2327129,8224288
6189,2,,312777
6190,,35696,
6191,,,
6192,1118,30406824,32149404
6193,565,3460,3930990
6194,3163,20154020,20497844
6195,,,
6196,,,
6197,2,1994,18440
6198,4,148762,322005
6199,1,,8679
6200,34,87562,200219
6201,505,1168689,1323312
6202,4,21853,2194521
6203,1,271236,161101
6204,,,
6205,,,
6206,,245909,
6207,3702,100455270,39175066
6208,295,8466,6179955
6209,,816452,
6210,4,9869510,5608745
6211,3501,11999999,45852178
6212,1,,17744
6213,540,2692198,1803064
6214,,,
6215,1,,113279
6216,3761,164259216,74262031
6217,3157,14870853,20738724
6218,2801,27481996,34121140
6219,1,,5510
6220,1,611588,262599
6221,2,,147780
6222,3647,117803597,58060186
6223,,759531,28660
6224,,359182,
6225,2,1004,43132
6226,4276,622302918,172558876
6227,,,
6228,3,,248370
6229,3434,52501949,73921000
6230,215,6302515,1279681
6231,15,,254536
6232,2,143428,336223
6233,4,25113,180099
6234,2,125608,708972
6235,4165,405494813,412563408
6236,5,178182,7115854
6237,,,
6238,1,,132369
6239,2533,5735086,13985117
6240,1956,1058534,13406304
6241,523,7116924,2716368
6242,1,,4663
6243,,,
6244,4,35036,4077333
6245,4035,329852780,80101125
6246,2270,18326512,44307193
6247,4256,230640254,152901115
6248,,163348,
6249,4,5679577,6170998
6250,3162,24738714,22105643
6251,,83050,
6252,579,91801,4288104
6253,2,306348,164994
6254,4069,472724657,130168683
6255,,,
6256,30,1375,180851
6257,4,17462369,10576669
6258,5,13996210,42872467
6259,3226,119424240,107825862
6260,,2049823,
6261,1,82636,77895
6262,4529,768337687,264624300
6263,3134,5607921,25584504
6264,2,,1647175
6265,,1608,
6266,4,1174984,1594798
6267,2,82832,128015
6268,4348,544145300,334201140
6269,,,
6270,5,4115855,1129408
6271,4022,342712105,146880162
6272,2250,9175840,14301505
6273,1,,2684
6274,3720,327990546,190068280
6275,,135979,
6276,2591,25777838,115108515
6277,,44186,
6278,,,
6279,4,,940854
6280,3553,174618986,40479370
6281,,,
6282,,2435792,
6283,3304,46771498,51573925
6284,3,149418,515765
6285,20,9243424,16790139
6286,3,241304,1702996
6287,3,,48499
6288,,,
6289,4075,130475327,86089513
6290,,703883,
6291,14,,14105
6292,2,93404,1017107
6293,,24877,
6294,2387,4117973,30718107
6295,29,30002,1146292
6296,3451,62760202,50701325
6297,4,11184120,33800859
6298,1,4621,9710
6299,3502,203292664,102092201
6300,4,2117630,2026498
6301,3,250335,3021133
6302,,4080,
6303,2,21390,14733
6304,1461,4807990,17273059
6305,2,3840764,80953
6306,4003,29054430,28370522
6307,15,1431826,624332
6308,3,824454,1157604
6309,24,,182799
6310,,317072,
6311,1,,200379
6312,3,,238553
6313,,,
6314,2,1409,250130
6315,2,,29258
6316,3031,21267479,27778642
6317,6,44237,180608
6318,14,670942,800148
6319,,2812006,
6320,,403589,
6321,846,144039,5802208
6322,3,105030,471286
6323,1618,318525,6901965
6324,,42,
6325,1,,555309
6326,,115697,
6327,,8242805,
6328,,,
6329,765,4337133,2455635
6330,,6607476,
6331,,,
6332,2940,10316590,27020284
6333,4103,372254168,328828874
6334,4,489167,378294
6335,,70212,
6336,1,,11043
6337,,2174568,
6338,1,3599,21439
6339,,,
6340,,,2077
6341,3154,32060466,36249674
6342,3,4831,60056
6343,2,,35195
6344,2368,24731072,17800004
6345,,,
6346,21,5806853,12638526
6347,1,,18579
6348,4003,308568858,100234838
6349,1,37342131,6735118
6350,574,4575158,4211129
6351,4,,58154
6352,42,,62398
6353,1,32437,40081
6354,4,46026076,22245070
6355,3,1081,42469
6356,,,
6357,3024,84227212,51342000
6358,2552,28290623,16883115
6359,,,
6360,5,1644107,955925
6361,5,1037620,768646
6362,,,
6363,21,,33109
6364,1,16247,176160
6365,14,,73236
6366,4,94510,148666
6367,,,
6368,,26423,21906
6369,25,168387,20369
6370,4058,166774899,92054159
6371,,79208,
6372,1,6016,90491
6373,2528,39409537,21885107
6374,1,5881,14873
6375,4,5371279,5904366
6376,3088,32268992,30348555
6377,,432418,
6378,2,60127,102394
